sales_order_id,created_at,last_updated,design_id,staff_id,counterparty_id,units_sold,unit_price,currency_id,agreed_delivery_date,agreed_payment_date,agreed_delivery_location_id
6445,2024-01-24 17:31:09.977000,2024-01-24 17:31:09.977000,122,12,2,76225,3.55,1,2024-01-30,2024-01-27,24
6446,2024-01-24 17:48:10.293000,2024-01-24 17:48:10.293000,136,7,4,90169,3.70,2,2024-01-27,2024-01-26,28
6447,2024-01-25 08:11:10.231000,2024-01-25 08:11:10.231000,31,3,12,81104,3.47,1,2024-01-25,2024-01-28,6
6448,2024-01-25 09:04:10.152000,2024-01-25 09:04:10.152000,238,12,6,51531,2.80,2,2024-01-29,2024-01-27,28
6449,2024-01-25 09:29:09.860000,2024-01-25 09:29:09.860000,185,5,5,24492,3.79,1,2024-02-01,2024-01-29,3
6450,2024-01-25 09:35:10.078000,2024-01-25 09:35:10.078000,232,20,9,16707,3.64,1,2024-01-29,2024-01-26,26
6451,2024-01-25 09:43:09.958000,2024-01-25 09:43:09.958000,1,20,3,54176,2.54,2,2024-01-30,2024-01-28,13
6452,2024-01-25 10:17:09.780000,2024-01-25 10:17:09.780000,26,1,18,58525,2.14,2,2024-01-27,2024-01-26,8
6453,2024-01-25 10:28:09.726000,2024-01-25 10:28:09.726000,88,3,10,39271,3.80,2,2024-01-29,2024-01-30,29
6454,2024-01-25 10:34:09.805000,2024-01-25 10:34:09.805000,214,2,14,20585,3.69,1,2024-01-30,2024-01-25,26
6455,2024-01-25 11:03:10.057000,2024-01-25 11:03:10.057000,286,11,1,61166,3.99,2,2024-01-28,2024-01-29,5
6456,2024-01-25 11:18:09.851000,2024-01-25 11:18:09.851000,192,11,20,59347,2.65,3,2024-01-26,2024-01-30,24
6457,2024-01-25 13:43:10.067000,2024-01-25 13:43:10.067000,156,12,7,15347,3.64,1,2024-01-27,2024-01-25,13
6458,2024-01-25 13:47:09.849000,2024-01-25 13:47:09.849000,107,18,9,36944,3.82,1,2024-01-31,2024-01-26,18
6459,2024-01-25 14:04:09.892000,2024-01-25 14:04:09.892000,23,17,6,41461,2.83,3,2024-01-28,2024-01-27,15
6460,2024-01-25 14:20:10.241000,2024-01-25 14:20:10.241000,228,20,20,81976,3.86,3,2024-01-25,2024-01-30,10
6461,2024-01-25 14:38:10.125000,2024-01-25 14:38:10.125000,154,13,18,78121,2.06,1,2024-01-29,2024-01-31,18
6462,2024-01-25 15:25:09.915000,2024-01-25 15:25:09.915000,193,6,1,20511,3.41,2,2024-01-27,2024-01-27,18
6463,2024-01-25 15:56:10.086000,2024-01-25 15:56:10.086000,248,4,14,34792,3.81,1,2024-01-27,2024-01-29,13
6464,2024-01-25 16:00:10.052000,2024-01-25 16:00:10.052000,7,17,15,12954,3.89,2,2024-01-31,2024-01-26,15
6465,2024-01-25 16:07:09.752000,2024-01-25 16:07:09.752000,133,16,7,26111,2.38,2,2024-01-30,2024-01-26,29
6466,2024-01-25 16:12:10.888000,2024-01-25 16:12:10.888000,79,8,9,32897,3.62,3,2024-01-26,2024-01-30,21
6467,2024-01-25 16:41:10.083000,2024-01-25 16:41:10.083000,122,20,2,72870,3.04,3,2024-01-28,2024-01-29,17
6468,2024-01-25 16:58:10.135000,2024-01-25 16:58:10.135000,226,15,11,51541,3.84,1,2024-01-27,2024-01-28,8
6469,2024-01-25 17:26:09.739000,2024-01-25 17:26:09.739000,272,15,7,56401,3.85,2,2024-01-29,2024-01-27,6
6470,2024-01-25 18:09:09.764000,2024-01-25 18:09:09.764000,157,2,10,91948,2.29,2,2024-01-30,2024-01-27,18
6471,2024-01-25 18:32:10.161000,2024-01-25 18:32:10.161000,23,18,6,56906,2.03,3,2024-01-28,2024-01-25,9
6472,2024-01-25 18:53:09.930000,2024-01-25 18:53:09.930000,303,3,11,23773,3.01,2,2024-01-29,2024-01-28,5
6473,2024-01-26 08:05:09.972000,2024-01-26 08:05:09.972000,172,13,18,95359,3.22,3,2024-01-31,2024-01-28,7
6474,2024-01-26 08:13:10.109000,2024-01-26 08:13:10.109000,159,5,6,42966,3.32,3,2024-01-27,2024-01-30,19
6475,2024-01-26 08:29:09.780000,2024-01-26 08:29:09.780000,144,12,16,3330,2.46,3,2024-01-27,2024-01-27,28
6476,2024-01-26 08:59:09.722000,2024-01-26 08:59:09.722000,290,8,15,47535,3.85,2,2024-01-28,2024-01-28,18
6477,2024-01-26 09:32:10.026000,2024-01-26 09:32:10.026000,131,15,5,83009,2.90,1,2024-01-30,2024-01-26,5
6478,2024-01-26 10:42:10.362000,2024-01-26 10:42:10.362000,176,11,12,66682,3.96,3,2024-01-31,2024-01-30,21
6479,2024-01-26 13:27:10.106000,2024-01-26 13:27:10.106000,286,10,10,42248,2.07,3,2024-01-31,2024-01-28,4
6480,2024-01-26 13:39:10.104000,2024-01-26 13:39:10.104000,152,14,7,74056,3.84,3,2024-01-28,2024-01-28,20
6481,2024-01-26 13:46:09.776000,2024-01-26 13:46:09.776000,302,20,15,65527,2.94,1,2024-02-02,2024-01-31,29
6482,2024-01-26 14:09:09.897000,2024-01-26 14:09:09.897000,136,3,1,35221,3.00,1,2024-01-27,2024-01-27,17
6483,2024-01-26 14:14:10.103000,2024-01-26 14:14:10.103000,160,5,2,74862,2.61,3,2024-02-02,2024-01-31,21
6484,2024-01-26 15:02:10.016000,2024-01-26 15:02:10.016000,213,11,2,93110,2.27,2,2024-01-30,2024-01-31,16
6485,2024-01-26 15:18:09.832000,2024-01-26 15:18:09.832000,49,7,15,28381,3.40,3,2024-01-28,2024-01-31,9
6486,2024-01-26 15:20:10.137000,2024-01-26 15:20:10.137000,212,1,1,50970,3.27,3,2024-02-01,2024-01-28,25
6487,2024-01-26 15:25:09.917000,2024-01-26 15:25:09.917000,5,14,2,64670,3.69,1,2024-01-27,2024-01-28,8
6488,2024-01-26 16:20:09.881000,2024-01-26 16:20:09.881000,246,2,3,26454,3.65,2,2024-01-27,2024-02-01,25
6489,2024-01-26 16:48:09.777000,2024-01-26 16:48:09.777000,79,1,4,33847,3.99,1,2024-01-31,2024-01-30,25
6490,2024-01-26 18:20:09.915000,2024-01-26 18:20:09.915000,301,1,13,24225,3.03,2,2024-01-29,2024-01-29,17
6491,2024-01-26 18:26:09.852000,2024-01-26 18:26:09.852000,260,9,16,38781,2.02,1,2024-02-01,2024-01-31,24
6492,2024-01-29 08:09:09.948000,2024-01-29 08:09:09.948000,299,15,14,83392,2.38,2,2024-02-03,2024-02-02,30
6493,2024-01-29 08:27:09.909000,2024-01-29 08:27:09.909000,123,13,17,37233,2.91,2,2024-02-04,2024-02-03,28
6494,2024-01-29 08:34:10.062000,2024-01-29 08:34:10.062000,302,10,5,93038,2.06,2,2024-02-03,2024-02-02,9
6495,2024-01-29 11:52:10.257000,2024-01-29 11:52:10.257000,208,5,10,65782,3.08,2,2024-02-02,2024-02-01,30
6496,2024-01-29 12:20:09.876000,2024-01-29 12:20:09.876000,176,2,3,74575,2.42,3,2024-02-03,2024-02-03,9
6497,2024-01-29 12:27:10.131000,2024-01-29 12:27:10.131000,153,14,11,5993,3.07,1,2024-01-31,2024-01-30,19
6498,2024-01-29 13:01:10.291000,2024-01-29 13:01:10.291000,75,4,2,88700,3.61,3,2024-02-01,2024-02-03,21
6499,2024-01-29 13:56:10.002000,2024-01-29 13:56:10.002000,122,7,20,6266,2.25,2,2024-01-31,2024-02-04,18
6500,2024-01-29 14:02:09.844000,2024-01-29 14:02:09.844000,299,5,15,76481,3.79,3,2024-02-01,2024-01-31,28
6501,2024-01-29 15:16:09.836000,2024-01-29 15:16:09.836000,225,9,6,44608,2.86,3,2024-02-05,2024-02-03,2
6502,2024-01-29 15:17:10.079000,2024-01-29 15:17:10.079000,38,14,15,64168,3.60,1,2024-02-03,2024-01-31,27
6503,2024-01-29 16:01:10.108000,2024-01-29 16:01:10.108000,101,12,3,18542,3.47,3,2024-01-31,2024-02-02,28
6504,2024-01-29 16:17:10.146000,2024-01-29 16:17:10.146000,194,5,19,39631,3.41,3,2024-01-30,2024-01-31,19
6505,2024-01-29 16:19:09.865000,2024-01-29 16:19:09.865000,300,7,7,76094,3.91,2,2024-02-05,2024-01-30,7
6506,2024-01-29 16:32:10.312000,2024-01-29 16:32:10.312000,176,17,9,24562,3.37,1,2024-02-04,2024-01-29,20
6507,2024-01-29 16:53:09.898000,2024-01-29 16:53:09.898000,168,16,17,5716,2.43,1,2024-02-05,2024-01-31,17
6508,2024-01-29 17:51:10.356000,2024-01-29 17:51:10.356000,168,8,1,44730,2.55,1,2024-01-31,2024-02-02,2
6509,2024-01-29 17:57:09.848000,2024-01-29 17:57:09.848000,10,15,13,68349,2.65,3,2024-02-02,2024-02-03,14
6510,2024-01-29 17:59:09.796000,2024-01-29 17:59:09.796000,115,12,17,62663,2.50,3,2024-02-01,2024-02-01,17
6511,2024-01-30 08:36:10.084000,2024-01-30 08:36:10.084000,210,2,4,91207,3.68,1,2024-02-05,2024-01-31,17
6512,2024-01-30 09:11:10.075000,2024-01-30 09:11:10.075000,93,15,7,32252,3.82,1,2024-02-01,2024-02-01,20
6513,2024-01-30 09:36:09.863000,2024-01-30 09:36:09.863000,217,17,1,81637,3.94,1,2024-02-05,2024-02-02,19
6514,2024-01-30 09:46:10.045000,2024-01-30 09:46:10.045000,145,15,4,57392,3.84,3,2024-02-01,2024-02-05,9
6515,2024-01-30 09:54:09.828000,2024-01-30 09:54:09.828000,194,9,6,69033,2.18,3,2024-02-04,2024-02-01,8
6516,2024-01-30 10:28:10.537000,2024-01-30 10:28:10.537000,81,14,13,42508,3.42,2,2024-02-04,2024-01-31,23
6517,2024-01-30 11:05:09.868000,2024-01-30 11:05:09.868000,286,18,1,86438,3.74,2,2024-02-04,2024-02-01,14
6518,2024-01-30 11:29:10.064000,2024-01-30 11:29:10.064000,122,9,12,18269,2.36,1,2024-01-30,2024-02-03,27
6519,2024-01-30 11:49:09.872000,2024-01-30 11:49:09.872000,50,14,8,35755,2.07,3,2024-02-05,2024-02-02,2
6520,2024-01-30 11:50:09.760000,2024-01-30 11:50:09.760000,89,13,2,46118,3.67,2,2024-02-04,2024-01-31,14
2459,2023-05-25 18:11:09.753000,2023-05-25 18:11:09.753000,195,3,12,75664,3.26,1,2023-05-31,2023-05-27,13
6521,2024-01-30 12:24:09.904000,2024-01-30 12:24:09.904000,294,4,6,38879,2.92,3,2024-02-05,2024-01-31,2
6522,2024-01-30 14:18:10.076000,2024-01-30 14:18:10.076000,194,5,18,52255,2.36,2,2024-02-01,2024-02-04,27
6523,2024-01-30 14:29:09.879000,2024-01-30 14:29:09.879000,288,4,13,16441,3.02,3,2024-02-04,2024-02-03,9
6524,2024-01-30 14:57:10.114000,2024-01-30 14:57:10.114000,78,11,7,71710,3.11,2,2024-02-02,2024-01-31,25
6525,2024-01-30 15:12:10.088000,2024-01-30 15:12:10.088000,107,19,6,14481,3.79,2,2024-02-02,2024-02-03,7
6526,2024-01-30 15:19:09.935000,2024-01-30 15:19:09.935000,73,8,9,48357,2.56,2,2024-02-04,2024-02-05,19
6527,2024-01-30 15:27:09.843000,2024-01-30 15:27:09.843000,227,18,9,1598,2.22,1,2024-02-05,2024-02-04,10
6528,2024-01-30 15:51:10.210000,2024-01-30 15:51:10.210000,90,7,10,73375,2.45,3,2024-02-04,2024-02-05,3
6529,2024-01-30 16:04:10.051000,2024-01-30 16:04:10.051000,184,2,1,62362,3.23,2,2024-02-05,2024-02-04,3
6530,2024-01-30 16:08:10.073000,2024-01-30 16:08:10.073000,283,7,9,97382,3.83,3,2024-02-06,2024-02-03,3
6531,2024-01-30 16:14:09.943000,2024-01-30 16:14:09.943000,108,8,3,4112,2.56,1,2024-02-01,2024-02-03,30
6532,2024-01-30 17:44:09.909000,2024-01-30 17:44:09.909000,281,17,16,2132,2.87,1,2024-02-06,2024-02-04,17
6533,2024-01-30 17:56:09.968000,2024-01-30 17:56:09.968000,305,15,10,79428,3.40,1,2024-02-05,2024-02-02,17
6534,2024-01-30 18:46:10.149000,2024-01-30 18:46:10.149000,215,8,17,85025,2.58,2,2024-02-03,2024-01-31,15
6535,2024-01-31 08:04:10.004000,2024-01-31 08:04:10.004000,27,20,9,35750,3.05,3,2024-02-01,2024-02-03,14
6536,2024-01-31 08:23:10.101000,2024-01-31 08:23:10.101000,69,4,5,40319,2.65,3,2024-02-03,2024-02-01,17
6537,2024-01-31 08:42:10.181000,2024-01-31 08:42:10.181000,286,11,7,69713,2.35,2,2024-02-05,2024-02-05,6
6538,2024-01-31 08:52:10.054000,2024-01-31 08:52:10.054000,51,18,2,80707,3.66,2,2024-02-05,2024-02-01,17
6539,2024-01-31 08:57:10.066000,2024-01-31 08:57:10.066000,19,14,12,67493,3.82,1,2024-02-01,2024-01-31,27
6540,2024-01-31 09:10:10.070000,2024-01-31 09:10:10.070000,277,3,16,97713,3.16,3,2024-02-01,2024-02-04,18
6541,2024-01-31 09:19:09.976000,2024-01-31 09:19:09.976000,260,4,5,46813,3.28,3,2024-02-04,2024-01-31,12
6542,2024-01-31 11:16:09.883000,2024-01-31 11:16:09.883000,135,12,7,56229,2.66,2,2024-02-04,2024-01-31,7
6543,2024-01-31 11:22:10.174000,2024-01-31 11:22:10.174000,93,1,2,73733,2.15,3,2024-02-05,2024-02-04,2
6544,2024-01-31 11:44:09.655000,2024-01-31 11:44:09.655000,237,5,13,87604,2.39,3,2024-01-31,2024-02-02,11
6545,2024-01-31 11:53:09.781000,2024-01-31 11:53:09.781000,209,13,14,8933,2.76,3,2024-02-07,2024-02-05,14
6546,2024-01-31 12:01:10.276000,2024-01-31 12:01:10.276000,34,13,17,8025,2.75,2,2024-02-06,2024-02-01,21
6547,2024-01-31 12:26:09.865000,2024-01-31 12:26:09.865000,53,7,13,24297,3.79,3,2024-02-03,2024-02-05,24
6548,2024-01-31 12:29:10.092000,2024-01-31 12:29:10.092000,184,17,1,6855,3.38,1,2024-02-04,2024-02-05,30
798,2023-02-10 14:35:10.161000,2023-02-10 14:35:10.161000,36,8,12,5388,2.88,3,2024-02-04,2023-02-11,15
6549,2024-01-31 13:11:09.728000,2024-01-31 13:11:09.728000,179,8,4,88133,2.01,1,2024-02-05,2024-02-06,30
6550,2024-01-31 13:12:09.891000,2024-01-31 13:12:09.891000,24,15,6,23835,2.16,2,2024-02-04,2024-02-04,2
6551,2024-01-31 13:27:09.838000,2024-01-31 13:27:09.838000,45,12,4,33784,3.42,3,2024-02-03,2024-02-03,10
6552,2024-01-31 13:54:10.188000,2024-01-31 13:54:10.188000,284,17,2,96721,3.71,3,2024-02-03,2024-02-03,3
6553,2024-01-31 14:30:10.331000,2024-01-31 14:30:10.331000,306,16,19,99138,3.11,1,2024-02-07,2024-02-05,5
6554,2024-01-31 14:40:10.258000,2024-01-31 14:40:10.258000,277,8,8,85164,3.81,2,2024-02-05,2024-02-01,29
6555,2024-01-31 15:42:09.968000,2024-01-31 15:42:09.968000,89,10,20,95421,2.92,3,2024-02-07,2024-02-06,13
10859,2024-10-25 13:45:10.092000,2024-10-25 13:45:10.092000,251,7,20,2227,3.21,3,2024-10-30,2024-10-25,20
6557,2024-01-31 15:53:09.744000,2024-01-31 15:53:09.744000,48,13,15,7817,3.95,1,2024-02-03,2024-02-05,17
6558,2024-01-31 16:03:10.221000,2024-01-31 16:03:10.221000,202,5,17,29840,2.18,1,2024-02-03,2024-02-04,29
6559,2024-01-31 16:36:10.132000,2024-01-31 16:36:10.132000,156,19,1,90211,2.52,1,2024-02-04,2024-02-03,24
6560,2024-01-31 16:47:10.056000,2024-01-31 16:47:10.056000,251,6,2,80727,3.28,3,2024-02-05,2024-02-03,24
6561,2024-01-31 17:03:09.907000,2024-01-31 17:03:09.907000,152,2,12,96818,3.48,2,2024-02-01,2024-02-02,30
6562,2024-01-31 17:51:09.858000,2024-01-31 17:51:09.858000,243,2,14,15547,2.98,3,2024-02-06,2024-02-05,23
6563,2024-01-31 18:36:10.254000,2024-01-31 18:36:10.254000,38,13,16,93569,2.56,2,2024-02-02,2024-01-31,5
6564,2024-02-01 09:39:09.843000,2024-02-01 09:39:09.843000,208,8,18,19506,3.04,2,2024-02-02,2024-02-06,7
6565,2024-02-01 09:43:10.283000,2024-02-01 09:43:10.283000,38,8,18,19723,2.64,3,2024-02-02,2024-02-03,27
6566,2024-02-01 09:52:09.869000,2024-02-01 09:52:09.869000,52,8,6,72987,2.89,1,2024-02-07,2024-02-04,17
6567,2024-02-01 10:48:10.316000,2024-02-01 10:48:10.316000,233,3,2,39608,2.17,3,2024-02-01,2024-02-05,28
6568,2024-02-01 10:57:09.886000,2024-02-01 10:57:09.886000,229,9,6,1996,3.61,2,2024-02-03,2024-02-02,11
1231,2023-03-10 08:54:10.269000,2023-03-10 08:54:10.269000,87,12,4,82182,3.24,2,2024-02-05,2023-03-11,22
6569,2024-02-01 11:50:09.883000,2024-02-01 11:50:09.883000,177,12,8,30164,3.85,1,2024-02-06,2024-02-03,26
6570,2024-02-01 12:09:10.032000,2024-02-01 12:09:10.032000,216,15,14,68695,2.66,3,2024-02-06,2024-02-02,25
6571,2024-02-01 12:12:09.983000,2024-02-01 12:12:09.983000,28,11,3,92713,2.26,1,2024-02-05,2024-02-04,28
6572,2024-02-01 12:52:10.144000,2024-02-01 12:52:10.144000,289,1,11,72510,3.96,1,2024-02-07,2024-02-01,22
6573,2024-02-01 14:22:10.431000,2024-02-01 14:22:10.431000,93,17,2,19212,2.75,2,2024-02-02,2024-02-04,20
6574,2024-02-01 16:33:09.929000,2024-02-01 16:33:09.929000,247,19,11,93108,2.83,3,2024-02-05,2024-02-04,7
7778,2024-04-12 16:15:10.003000,2024-04-12 16:15:10.003000,272,8,1,53325,2.44,1,2024-04-12,2024-04-14,20
6576,2024-02-01 18:49:10.268000,2024-02-01 18:49:10.268000,89,12,12,70552,3.07,2,2024-02-04,2024-02-07,16
6577,2024-02-02 08:34:10.002000,2024-02-02 08:34:10.002000,121,4,5,93902,3.69,2,2024-02-08,2024-02-08,12
6578,2024-02-02 09:05:10.073000,2024-02-02 09:05:10.073000,7,17,9,16954,3.91,2,2024-02-06,2024-02-02,27
6579,2024-02-02 09:24:09.837000,2024-02-02 09:24:09.837000,151,1,18,54570,3.67,1,2024-02-05,2024-02-05,18
6580,2024-02-02 11:10:10.120000,2024-02-02 11:10:10.120000,192,2,10,89879,3.23,3,2024-02-07,2024-02-06,24
6581,2024-02-02 11:21:09.997000,2024-02-02 11:21:09.997000,106,11,4,69269,2.73,3,2024-02-04,2024-02-04,17
6582,2024-02-02 12:03:09.844000,2024-02-02 12:03:09.844000,106,19,12,56731,2.96,2,2024-02-08,2024-02-04,3
6583,2024-02-02 12:47:10.718000,2024-02-02 12:47:10.718000,220,17,7,16707,2.23,1,2024-02-05,2024-02-04,15
6584,2024-02-02 12:48:09.950000,2024-02-02 12:48:09.950000,202,3,18,40298,3.70,1,2024-02-07,2024-02-04,15
6585,2024-02-02 13:14:10.129000,2024-02-02 13:14:10.129000,68,6,17,53285,3.46,1,2024-02-05,2024-02-02,9
6586,2024-02-02 13:49:09.818000,2024-02-02 13:49:09.818000,213,10,13,55245,2.04,1,2024-02-09,2024-02-04,11
6587,2024-02-02 14:20:09.747000,2024-02-02 14:20:09.747000,93,10,18,5951,2.54,1,2024-02-05,2024-02-02,21
6588,2024-02-02 14:31:09.806000,2024-02-02 14:31:09.806000,307,2,4,26721,3.69,2,2024-02-03,2024-02-02,30
6589,2024-02-02 14:36:09.929000,2024-02-02 14:36:09.929000,175,1,9,31206,2.96,3,2024-02-08,2024-02-06,18
6590,2024-02-02 14:42:45.405000,2024-02-02 14:42:45.405000,88,5,14,25535,2.95,1,2024-02-03,2024-02-03,9
6591,2024-02-02 15:00:10.129000,2024-02-02 15:00:10.129000,5,12,10,97636,3.33,2,2024-02-06,2024-02-02,28
6592,2024-02-02 15:39:09.799000,2024-02-02 15:39:09.799000,33,11,11,71505,2.44,2,2024-02-03,2024-02-06,21
6593,2024-02-02 16:01:10.169000,2024-02-02 16:01:10.169000,211,9,1,34743,3.64,1,2024-02-05,2024-02-08,27
6594,2024-02-02 16:46:10.163000,2024-02-02 16:46:10.163000,140,20,5,35257,2.40,2,2024-02-09,2024-02-06,27
6595,2024-02-02 16:50:09.852000,2024-02-02 16:50:09.852000,182,5,19,68169,3.84,1,2024-02-06,2024-02-07,30
6596,2024-02-02 16:52:09.934000,2024-02-02 16:52:09.934000,122,9,13,13692,3.55,1,2024-02-04,2024-02-05,19
6598,2024-02-02 17:14:10.065000,2024-02-02 17:14:10.065000,108,3,9,43920,2.33,3,2024-02-02,2024-02-04,22
6599,2024-02-02 17:33:09.732000,2024-02-02 17:33:09.732000,217,12,7,60584,2.20,2,2024-02-04,2024-02-08,12
6600,2024-02-02 18:11:09.921000,2024-02-02 18:11:09.921000,283,5,8,70690,3.83,1,2024-02-08,2024-02-07,8
6601,2024-02-02 18:43:09.833000,2024-02-02 18:43:09.833000,287,15,13,66750,3.47,3,2024-02-03,2024-02-08,19
6602,2024-02-02 18:46:09.859000,2024-02-02 18:46:09.859000,170,10,7,79936,2.99,3,2024-02-05,2024-02-05,28
6603,2024-02-05 08:08:10.147000,2024-02-05 08:08:10.147000,182,8,20,98534,2.10,1,2024-02-06,2024-02-10,16
6604,2024-02-05 08:42:10.289000,2024-02-05 08:42:10.289000,189,20,13,85880,3.46,2,2024-02-06,2024-02-09,18
6605,2024-02-05 08:59:10,2024-02-05 08:59:10,52,3,3,59307,2.10,2,2024-02-10,2024-02-08,19
6606,2024-02-05 09:49:09.811000,2024-02-05 09:49:09.811000,142,6,7,17399,2.88,1,2024-02-07,2024-02-06,16
6607,2024-02-05 11:17:10.363000,2024-02-05 11:17:10.363000,50,15,15,4424,2.98,3,2024-02-07,2024-02-09,6
6608,2024-02-05 11:31:10.245000,2024-02-05 11:31:10.245000,293,18,14,27947,3.18,3,2024-02-09,2024-02-06,7
6609,2024-02-05 11:33:09.856000,2024-02-05 11:33:09.856000,9,11,10,25351,2.10,2,2024-02-12,2024-02-06,19
6610,2024-02-05 11:47:10.093000,2024-02-05 11:47:10.093000,295,8,15,23856,3.56,2,2024-02-08,2024-02-07,5
6611,2024-02-05 12:01:09.817000,2024-02-05 12:01:09.817000,199,15,2,42617,2.93,3,2024-02-05,2024-02-06,27
6612,2024-02-05 12:32:09.949000,2024-02-05 12:32:09.949000,159,2,1,74192,2.84,1,2024-02-06,2024-02-07,27
6613,2024-02-05 12:39:10.067000,2024-02-05 12:39:10.067000,262,6,19,4031,2.66,1,2024-02-07,2024-02-08,11
6614,2024-02-05 14:13:10.127000,2024-02-05 14:13:10.127000,18,5,3,39002,3.60,1,2024-02-06,2024-02-08,22
6615,2024-02-05 14:16:09.738000,2024-02-05 14:16:09.738000,1,13,20,13509,2.16,2,2024-02-09,2024-02-06,25
6616,2024-02-05 14:33:10.067000,2024-02-05 14:33:10.067000,206,9,15,66498,3.87,1,2024-02-12,2024-02-07,19
6617,2024-02-05 14:51:10.192000,2024-02-05 14:51:10.192000,104,15,20,61807,2.32,1,2024-02-10,2024-02-09,3
6618,2024-02-05 14:58:10.053000,2024-02-05 14:58:10.053000,266,12,4,32948,2.57,3,2024-02-06,2024-02-05,21
6619,2024-02-05 15:23:09.725000,2024-02-05 15:23:09.725000,298,9,6,92425,2.49,1,2024-02-06,2024-02-11,26
6620,2024-02-05 15:24:09.987000,2024-02-05 15:24:09.987000,160,18,12,9665,3.30,1,2024-02-11,2024-02-11,23
6621,2024-02-05 15:30:09.813000,2024-02-05 15:30:09.813000,43,6,16,35181,2.65,1,2024-02-07,2024-02-10,12
6622,2024-02-05 16:08:09.830000,2024-02-05 16:08:09.830000,269,8,16,4412,3.77,1,2024-02-10,2024-02-09,9
6623,2024-02-05 16:14:10.194000,2024-02-05 16:14:10.194000,249,7,4,45522,3.46,1,2024-02-10,2024-02-09,28
6624,2024-02-05 16:19:09.861000,2024-02-05 16:19:09.861000,32,15,6,2454,2.10,1,2024-02-08,2024-02-08,5
6625,2024-02-05 16:34:09.765000,2024-02-05 16:34:09.765000,38,13,2,11456,2.07,2,2024-02-10,2024-02-10,10
6626,2024-02-05 16:40:09.988000,2024-02-05 16:40:09.988000,131,2,18,24893,3.56,3,2024-02-07,2024-02-07,27
6627,2024-02-05 17:02:10.716000,2024-02-05 17:02:10.716000,50,17,13,69495,3.11,3,2024-02-07,2024-02-07,30
6628,2024-02-05 17:27:10.057000,2024-02-05 17:27:10.057000,51,1,8,76610,4.00,1,2024-02-07,2024-02-09,17
6629,2024-02-05 17:44:10.135000,2024-02-05 17:44:10.135000,213,7,8,86124,3.46,3,2024-02-10,2024-02-08,28
6630,2024-02-05 17:51:09.901000,2024-02-05 17:51:09.901000,71,10,18,24479,3.77,2,2024-02-06,2024-02-07,8
6631,2024-02-06 08:02:10.537000,2024-02-06 08:02:10.537000,143,20,12,7886,2.39,1,2024-02-13,2024-02-11,27
6632,2024-02-06 08:29:09.785000,2024-02-06 08:29:09.785000,293,20,19,52404,3.55,3,2024-02-06,2024-02-07,11
6633,2024-02-06 08:35:10.268000,2024-02-06 08:35:10.268000,76,20,10,10761,2.75,3,2024-02-07,2024-02-11,9
6634,2024-02-06 08:44:09.823000,2024-02-06 08:44:09.823000,236,1,4,16293,2.81,3,2024-02-11,2024-02-09,20
6635,2024-02-06 08:55:10.393000,2024-02-06 08:55:10.393000,106,1,16,64325,3.58,1,2024-02-07,2024-02-07,26
6636,2024-02-06 11:05:10.224000,2024-02-06 11:05:10.224000,117,5,12,1882,2.51,1,2024-02-12,2024-02-12,3
6637,2024-02-06 11:24:10.094000,2024-02-06 11:24:10.094000,18,15,17,85669,3.08,1,2024-02-12,2024-02-10,11
6638,2024-02-06 11:36:09.916000,2024-02-06 11:36:09.916000,253,6,2,36180,2.98,3,2024-02-08,2024-02-11,8
6639,2024-02-06 11:56:10.334000,2024-02-06 11:56:10.334000,236,8,12,60748,2.77,3,2024-02-12,2024-02-11,2
6640,2024-02-06 12:24:09.783000,2024-02-06 12:24:09.783000,231,8,6,30618,3.99,2,2024-02-07,2024-02-07,4
6641,2024-02-06 12:50:09.764000,2024-02-06 12:50:09.764000,39,9,13,94009,2.44,3,2024-02-10,2024-02-09,30
6642,2024-02-06 12:52:09.938000,2024-02-06 12:52:09.938000,72,17,3,84300,3.67,1,2024-02-07,2024-02-09,7
6643,2024-02-06 14:51:09.936000,2024-02-06 14:51:09.936000,295,18,4,79264,3.04,3,2024-02-12,2024-02-11,24
6644,2024-02-06 14:59:09.928000,2024-02-06 14:59:09.928000,97,13,13,80668,2.12,1,2024-02-09,2024-02-06,22
6645,2024-02-06 15:28:10.167000,2024-02-06 15:28:10.167000,96,7,10,21828,2.76,3,2024-02-11,2024-02-07,26
10860,2024-10-25 14:06:09.807000,2024-10-25 14:06:09.807000,419,11,5,42517,3.23,2,2024-10-26,2024-10-28,9
6647,2024-02-06 15:52:10.241000,2024-02-06 15:52:10.241000,276,17,13,24024,3.16,3,2024-02-10,2024-02-07,20
6648,2024-02-06 16:59:10.021000,2024-02-06 16:59:10.021000,47,14,13,89373,3.61,2,2024-02-10,2024-02-08,14
6597,2024-02-02 17:04:10.062000,2024-02-02 17:04:10.062000,83,8,19,78761,2.73,1,2024-09-05,2024-02-04,22
6649,2024-02-06 18:14:09.785000,2024-02-06 18:14:09.785000,227,6,9,74328,2.13,2,2024-02-08,2024-02-09,27
6650,2024-02-06 18:28:10.284000,2024-02-06 18:28:10.284000,137,13,8,90713,3.64,2,2024-02-08,2024-02-07,1
6651,2024-02-07 08:01:10.689000,2024-02-07 08:01:10.689000,277,6,16,99829,3.74,2,2024-02-12,2024-02-12,18
6652,2024-02-07 08:05:09.773000,2024-02-07 08:05:09.773000,140,4,13,5876,3.34,3,2024-02-11,2024-02-11,20
